,name,album,release_date,track_number,id,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,duration_ms
0,Mine (Taylor's Version),Speak Now (Taylor's Version),2023-07-07,1,7G0gBu6nLdhFDPRLc0HdDG,spotify:track:7G0gBu6nLdhFDPRLc0HdDG,0.00444,0.646,0.783,1.38e-06,0.171,-2.846,0.0356,121.08,0.49,87,231706
1,Sparks Fly (Taylor’s Version),Speak Now (Taylor's Version),2023-07-07,2,3MytWN8L7shNYzGl4tAKRp,spotify:track:3MytWN8L7shNYzGl4tAKRp,0.0251,0.588,0.758,0.0,0.131,-2.347,0.0305,114.991,0.387,84,261230
2,Back To December (Taylor's Version),Speak Now (Taylor's Version),2023-07-07,3,79uDOz0zuuWS7HWxzMmTa2,spotify:track:79uDOz0zuuWS7HWxzMmTa2,0.00621,0.497,0.635,0.0,0.117,-3.927,0.0273,142.063,0.203,88,294189
3,Speak Now (Taylor's Version),Speak Now (Taylor's Version),2023-07-07,4,5xXqyjLicvEpch72qEryFT,spotify:track:5xXqyjLicvEpch72qEryFT,0.248,0.727,0.677,0.0,0.143,-2.871,0.0325,118.995,0.639,84,242473
4,Dear John (Taylor's Version),Speak Now (Taylor's Version),2023-07-07,5,1zU8j1x3yi9xalMF96pzKp,spotify:track:1zU8j1x3yi9xalMF96pzKp,0.0236,0.419,0.47,0.0,0.163,-5.016,0.0296,119.294,0.133,84,405906
5,Mean (Taylor's Version),Speak Now (Taylor's Version),2023-07-07,6,30Y4CV7A6YqtQtTTo7Ue4j,spotify:track:30Y4CV7A6YqtQtTTo7Ue4j,0.311,0.524,0.692,0.0,0.192,-3.866,0.0369,163.874,0.621,83,238693
6,The Story Of Us (Taylor's Version),Speak Now (Taylor's Version),2023-07-07,7,6dTA6y0C2ReQklntzZl8l3,spotify:track:6dTA6y0C2ReQklntzZl8l3,0.00192,0.515,0.781,0.0,0.054,-2.608,0.0535,139.846,0.57,83,267653
7,Never Grow Up (Taylor's Version),Speak Now (Taylor's Version),2023-07-07,8,2EFZ9emtKWEglWUQGEQ3P9,spotify:track:2EFZ9emtKWEglWUQGEQ3P9,0.851,0.685,0.323,0.0,0.198,-7.103,0.0289,125.058,0.569,79,292920
8,Enchanted (Taylor's Version),Speak Now (Taylor's Version),2023-07-07,9,3sW3oSbzsfecv9XoUdGs7h,spotify:track:3sW3oSbzsfecv9XoUdGs7h,0.012,0.505,0.532,0.0,0.149,-3.526,0.0265,81.907,0.216,89,353253
9,Better Than Revenge (Taylor's Version),Speak Now (Taylor's Version),2023-07-07,10,0NwGC0v03ysCYINtg6ns58,spotify:track:0NwGC0v03ysCYINtg6ns58,0.000886,0.496,0.885,0.0,0.191,-2.969,0.0803,145.863,0.665,85,220306
10,Innocent (Taylor's Version),Speak Now (Taylor's Version),2023-07-07,11,12nBPF4Rh4XLFJV0YLN7uj,spotify:track:12nBPF4Rh4XLFJV0YLN7uj,0.101,0.522,0.598,0.0,0.152,-5.327,0.0284,133.627,0.149,78,301221
11,Haunted (Taylor's Version),Speak Now (Taylor's Version),2023-07-07,12,4tMzIAFTFdqGBQLdfbPces,spotify:track:4tMzIAFTFdqGBQLdfbPces,0.00667,0.427,0.915,0.0,0.221,-1.909,0.0619,162.201,0.355,81,245413
12,Last Kiss (Taylor's Version),Speak Now (Taylor's Version),2023-07-07,13,59KOoHFcw5XfICnO57holu,spotify:track:59KOoHFcw5XfICnO57holu,0.447,0.55,0.366,4.43e-06,0.101,-8.46,0.0276,79.401,0.16,81,369120
13,Long Live (Taylor's Version),Speak Now (Taylor's Version),2023-07-07,14,4hqJ4bSlYJOXb6Z4SRmzxs,spotify:track:4hqJ4bSlYJOXb6Z4SRmzxs,0.0122,0.375,0.65,0.0,0.189,-4.031,0.0402,203.89,0.0752,84,317960
14,Ours (Taylor’s Version),Speak Now (Taylor's Version),2023-07-07,15,3yNJkriPzWjkkDAWHIAVUq,spotify:track:3yNJkriPzWjkkDAWHIAVUq,0.449,0.535,0.488,0.0,0.111,-8.261,0.0278,159.813,0.348,79,235803
15,Superman (Taylor’s Version),Speak Now (Taylor's Version),2023-07-07,16,4evLyY5Ue1Wesc61t2KXAU,spotify:track:4evLyY5Ue1Wesc61t2KXAU,0.0031,0.533,0.742,0.0,0.108,-3.473,0.0303,131.93,0.356,77,274945
16,Electric Touch (feat. Fall Out Boy) (Taylor’s Version) (From The Vault),Speak Now (Taylor's Version),2023-07-07,17,4e3ZNTAV6PCrdYMUrUlMpQ,spotify:track:4e3ZNTAV6PCrdYMUrUlMpQ,0.0164,0.547,0.855,0.0,0.144,-4.7,0.0597,131.073,0.282,82,266466
17,When Emma Falls in Love (Taylor’s Version) (From The Vault),Speak Now (Taylor's Version),2023-07-07,18,0zo975x58DlXbZllWvfYhg,spotify:track:0zo975x58DlXbZllWvfYhg,0.159,0.474,0.763,0.0,0.138,-4.632,0.0505,78.133,0.231,82,252385
18,I Can See You (Taylor’s Version) (From The Vault),Speak Now (Taylor's Version),2023-07-07,19,5kHMfzgLZP95O9NBy0ku4v,spotify:track:5kHMfzgLZP95O9NBy0ku4v,0.0586,0.694,0.764,0.0,0.0608,-4.893,0.0337,123.044,0.819,91,273186
19,Castles Crumbling (feat. Hayley Williams) (Taylor’s Version) (From The Vault),Speak Now (Taylor's Version),2023-07-07,20,4ABYxlb92WBIjHu7TIKmml,spotify:track:4ABYxlb92WBIjHu7TIKmml,0.362,0.576,0.57,0.0,0.0668,-7.925,0.0434,147.803,0.378,82,306062
20,Foolish One (Taylor’s Version) (From The Vault),Speak Now (Taylor's Version),2023-07-07,21,4s8BIKx4Zh6ryAEz8RTlaU,spotify:track:4s8BIKx4Zh6ryAEz8RTlaU,0.617,0.671,0.588,0.0,0.111,-4.675,0.0299,96.965,0.543,83,311765
21,Timeless (Taylor’s Version) (From The Vault),Speak Now (Taylor's Version),2023-07-07,22,1HCdems7PQZRj42QDWLA0A,spotify:track:1HCdems7PQZRj42QDWLA0A,0.3,0.624,0.585,0.0,0.0916,-5.847,0.0328,142.883,0.65,82,321396
22,Lavender Haze,Midnights (The Til Dawn Edition),2023-05-26,1,24emu3sabKISjRkrys28jq,spotify:track:24emu3sabKISjRkrys28jq,0.236,0.735,0.454,0.00113,0.133,-10.516,0.0876,97.043,0.0751,69,202395
23,Maroon,Midnights (The Til Dawn Edition),2023-05-26,2,6qxvy9Pe4RJIq5JBVbbwbS,spotify:track:6qxvy9Pe4RJIq5JBVbbwbS,0.0609,0.65,0.397,1.4e-06,0.089,-8.237,0.0365,108.055,0.0382,69,218270
24,Anti-Hero,Midnights (The Til Dawn Edition),2023-05-26,3,5qIHFdkW6phMsTZlN2g8Lc,spotify:track:5qIHFdkW6phMsTZlN2g8Lc,0.115,0.637,0.649,1.22e-06,0.147,-6.59,0.0584,96.935,0.497,69,200690
25,Snow On The Beach (feat. Lana Del Rey),Midnights (The Til Dawn Edition),2023-05-26,4,7GA86Uo2jYbj8vIXe2nyWd,spotify:track:7GA86Uo2jYbj8vIXe2nyWd,0.705,0.653,0.331,0.0013,0.116,-13.534,0.039,110.014,0.166,67,256124
26,"You're On Your Own, Kid",Midnights (The Til Dawn Edition),2023-05-26,5,6PQOU00xWNrGwCZzboriXy,spotify:track:6PQOU00xWNrGwCZzboriXy,0.423,0.694,0.386,1.05e-05,0.126,-10.312,0.0597,120.044,0.39,69,194206
27,Midnight Rain,Midnights (The Til Dawn Edition),2023-05-26,6,4eKMqf9ZMSclDX7V9Ptg7x,spotify:track:4eKMqf9ZMSclDX7V9Ptg7x,0.705,0.654,0.372,6.78e-05,0.114,-11.704,0.0667,140.15,0.198,69,174782
28,Question...?,Midnights (The Til Dawn Edition),2023-05-26,7,7oomkQSYf1ia2VnVEWfFIU,spotify:track:7oomkQSYf1ia2VnVEWfFIU,0.205,0.741,0.509,0.0,0.262,-8.747,0.19,108.978,0.113,67,210556
29,Vigilante Shit,Midnights (The Til Dawn Edition),2023-05-26,8,0GKDhq6ZbmSbRHd3eyGlB7,spotify:track:0GKDhq6ZbmSbRHd3eyGlB7,0.157,0.867,0.272,3.42e-05,0.118,-11.014,0.363,79.962,0.157,68,164801
30,Bejeweled,Midnights (The Til Dawn Edition),2023-05-26,9,0VpF6RLdCfPIeYRwMu4tZK,spotify:track:0VpF6RLdCfPIeYRwMu4tZK,0.0648,0.695,0.546,0.000128,0.0883,-9.184,0.066,164.0,0.425,69,194165
31,Labyrinth,Midnights (The Til Dawn Edition),2023-05-26,10,4bBDkw2KBMX0tcgAaXC83Q,spotify:track:4bBDkw2KBMX0tcgAaXC83Q,0.804,0.493,0.308,0.328,0.123,-15.489,0.0436,109.993,0.13,66,247962
32,Karma,Midnights (The Til Dawn Edition),2023-05-26,11,45R112Jz5hQeKgITXgSXzs,spotify:track:45R112Jz5hQeKgITXgSXzs,0.0782,0.647,0.614,0.0,0.611,-7.091,0.0651,90.034,0.0956,69,204852
33,Sweet Nothing,Midnights (The Til Dawn Edition),2023-05-26,12,2L09RYwH5Pjzca6PmbUAw3,spotify:track:2L09RYwH5Pjzca6PmbUAw3,0.967,0.335,0.166,0.00012,0.115,-14.958,0.048,175.917,0.391,66,188496
34,Mastermind,Midnights (The Til Dawn Edition),2023-05-26,13,1QQii3pa5m8MEda0nbkjfw,spotify:track:1QQii3pa5m8MEda0nbkjfw,0.545,0.661,0.345,0.000915,0.0871,-14.037,0.144,125.977,0.126,67,191039
35,The Great War,Midnights (The Til Dawn Edition),2023-05-26,14,2VuqMjgoKaOHNM8HpxtXKx,spotify:track:2VuqMjgoKaOHNM8HpxtXKx,0.203,0.573,0.737,2.78e-05,0.0851,-9.002,0.0352,96.009,0.592,68,240355
36,Bigger Than The Whole Sky,Midnights (The Til Dawn Edition),2023-05-26,15,71CBDRKmF2VeRKYMG1DFBh,spotify:track:71CBDRKmF2VeRKYMG1DFBh,0.837,0.48,0.22,0.00269,0.116,-12.469,0.0425,82.951,0.0633,66,218502
37,Paris,Midnights (The Til Dawn Edition),2023-05-26,16,5tWxKWq1DSP1s9WQ5PWuqu,spotify:track:5tWxKWq1DSP1s9WQ5PWuqu,0.116,0.691,0.498,3.07e-05,0.136,-10.519,0.101,110.963,0.454,66,196258
38,High Infidelity,Midnights (The Til Dawn Edition),2023-05-26,17,1SztNGCwEHJEVFx90E5g7D,spotify:track:1SztNGCwEHJEVFx90E5g7D,0.726,0.564,0.545,0.0,0.0878,-10.17,0.104,176.082,0.766,65,231475
39,Glitch,Midnights (The Til Dawn Edition),2023-05-26,18,7C0w28EsX0Um2FrZs9gso2,spotify:track:7C0w28EsX0Um2FrZs9gso2,0.318,0.677,0.451,0.0,0.11,-9.744,0.19,140.845,0.399,64,148781
40,"Would've, Could've, Should've",Midnights (The Til Dawn Edition),2023-05-26,19,4txojlesMFQZGWxwz2EeqB,spotify:track:4txojlesMFQZGWxwz2EeqB,0.435,0.482,0.837,0.00147,0.123,-6.501,0.12,157.96,0.534,68,260361
41,Dear Reader,Midnights (The Til Dawn Edition),2023-05-26,20,10GRRCR5fctuOF4GFmATJI,spotify:track:10GRRCR5fctuOF4GFmATJI,0.497,0.475,0.386,0.00104,0.119,-12.038,0.0737,107.601,0.162,65,225194
42,Hits Different,Midnights (The Til Dawn Edition),2023-05-26,21,3xYJScVfxByb61dYHTwiby,spotify:track:3xYJScVfxByb61dYHTwiby,0.148,0.672,0.782,4.73e-06,0.296,-6.499,0.0421,106.026,0.239,84,234466
43,Snow On The Beach (feat. More Lana Del Rey),Midnights (The Til Dawn Edition),2023-05-26,22,4zmKGsrXjLmljb5fTaBTot,spotify:track:4zmKGsrXjLmljb5fTaBTot,0.806,0.664,0.401,3.5e-06,0.108,-10.934,0.0344,109.846,0.315,84,229942
44,Karma (feat. Ice Spice),Midnights (The Til Dawn Edition),2023-05-26,23,4i6cwNY6oIUU2XZxPIw82Y,spotify:track:4i6cwNY6oIUU2XZxPIw82Y,0.0623,0.615,0.616,0.0,0.579,-6.523,0.0622,89.977,0.0734,78,201493
45,Lavender Haze,Midnights (3am Edition),2022-10-22,1,4g2c7NoTWAOSYDy44l9nub,spotify:track:4g2c7NoTWAOSYDy44l9nub,0.204,0.735,0.444,0.0012,0.17,-10.519,0.0684,97.038,0.0984,73,202395
46,Maroon,Midnights (3am Edition),2022-10-22,2,199E1RRrVmVTQqBXih5qRC,spotify:track:199E1RRrVmVTQqBXih5qRC,0.0593,0.658,0.378,0.0,0.0976,-8.3,0.0379,108.034,0.0382,71,218270
47,Anti-Hero,Midnights (3am Edition),2022-10-22,3,02Zkkf2zMkwRGQjZ7T4p8f,spotify:track:02Zkkf2zMkwRGQjZ7T4p8f,0.133,0.638,0.634,1.23e-06,0.152,-6.582,0.0457,96.953,0.519,74,200690
48,Snow On The Beach (feat. Lana Del Rey),Midnights (3am Edition),2022-10-22,4,6ADDIJxxqzM9LMpm78yzQG,spotify:track:6ADDIJxxqzM9LMpm78yzQG,0.735,0.659,0.323,0.00321,0.116,-13.425,0.0436,110.007,0.154,70,256124
49,"You're On Your Own, Kid",Midnights (3am Edition),2022-10-22,5,7gVWKBcfIW93YxNBi3ApIE,spotify:track:7gVWKBcfIW93YxNBi3ApIE,0.416,0.694,0.38,8.47e-06,0.126,-10.307,0.0614,120.044,0.376,72,194206
50,Midnight Rain,Midnights (3am Edition),2022-10-22,6,6Nl7KyvjkFncGsjB49SxLl,spotify:track:6Nl7KyvjkFncGsjB49SxLl,0.71,0.636,0.377,6.51e-05,0.115,-11.721,0.0708,139.966,0.23,73,174782
51,Question...?,Midnights (3am Edition),2022-10-22,7,6C7OF1Jal7YkyjzyUG8vkK,spotify:track:6C7OF1Jal7YkyjzyUG8vkK,0.226,0.751,0.502,0.0,0.297,-8.777,0.162,108.989,0.112,69,210556
52,Vigilante Shit,Midnights (3am Edition),2022-10-22,8,5yeuXkukVGuix3vmLu2BPJ,spotify:track:5yeuXkukVGuix3vmLu2BPJ,0.16,0.87,0.279,1.74e-05,0.121,-11.134,0.364,79.996,0.16,72,164801
53,Bejeweled,Midnights (3am Edition),2022-10-22,9,0jvo9CjnbR0lYUDTSNTMiu,spotify:track:0jvo9CjnbR0lYUDTSNTMiu,0.0661,0.7,0.55,0.000102,0.091,-9.13,0.0653,164.003,0.412,73,194165
54,Labyrinth,Midnights (3am Edition),2022-10-22,10,43q586vP8gGkYypKoSddhl,spotify:track:43q586vP8gGkYypKoSddhl,0.791,0.487,0.313,0.348,0.124,-15.434,0.0487,110.039,0.141,68,247962
55,Karma,Midnights (3am Edition),2022-10-22,11,5oqDgw5VGBln5dSIOPWyBq,spotify:track:5oqDgw5VGBln5dSIOPWyBq,0.074,0.649,0.622,0.0,0.594,-7.054,0.0582,90.024,0.106,77,204852
56,Sweet Nothing,Midnights (3am Edition),2022-10-22,12,3zmwONxswBAzGwExPugSLN,spotify:track:3zmwONxswBAzGwExPugSLN,0.967,0.334,0.161,4.71e-05,0.115,-14.875,0.0506,176.747,0.396,69,188496
57,Mastermind,Midnights (3am Edition),2022-10-22,13,56hioFjQ0DXrdn04hZcFgG,spotify:track:56hioFjQ0DXrdn04hZcFgG,0.571,0.661,0.352,0.00147,0.0884,-14.077,0.117,125.934,0.13,74,191039
58,The Great War,Midnights (3am Edition),2022-10-22,14,3UMrglJeju5yWyYIW6o99b,spotify:track:3UMrglJeju5yWyYIW6o99b,0.219,0.573,0.741,2.23e-05,0.0842,-8.987,0.0353,96.016,0.554,80,240355
59,Bigger Than The Whole Sky,Midnights (3am Edition),2022-10-22,15,0BiqmkasE5FdrChwKfVp8X,spotify:track:0BiqmkasE5FdrChwKfVp8X,0.826,0.422,0.235,0.00648,0.115,-12.379,0.0568,165.71,0.068,75,218502
60,Paris,Midnights (3am Edition),2022-10-22,16,7712gjoih4QoDbXpljEk21,spotify:track:7712gjoih4QoDbXpljEk21,0.112,0.7,0.509,3.27e-05,0.137,-10.547,0.0789,110.947,0.345,74,196258
61,High Infidelity,Midnights (3am Edition),2022-10-22,17,5kiZGSxgqPdv6rbqL9THdd,spotify:track:5kiZGSxgqPdv6rbqL9THdd,0.723,0.646,0.529,0.0,0.0885,-10.179,0.0864,87.862,0.755,73,231475
62,Glitch,Midnights (3am Edition),2022-10-22,18,6wAFvJPpTZVirBKGZ4EnMW,spotify:track:6wAFvJPpTZVirBKGZ4EnMW,0.361,0.675,0.466,0.0,0.11,-9.738,0.201,140.864,0.347,71,148781
63,"Would've, Could've, Should've",Midnights (3am Edition),2022-10-22,19,0aV5uARAknQgYhBaK944FP,spotify:track:0aV5uARAknQgYhBaK944FP,0.43,0.483,0.84,0.000575,0.146,-6.508,0.119,157.979,0.55,77,260361
64,Dear Reader,Midnights (3am Edition),2022-10-22,20,3QF5RsWzK1lCvf2o2cY65P,spotify:track:3QF5RsWzK1lCvf2o2cY65P,0.481,0.562,0.388,0.00145,0.117,-12.088,0.0705,107.747,0.159,72,225194
65,Lavender Haze,Midnights,2022-10-21,1,5jQI2r1RdgtuT8S3iG8zFC,spotify:track:5jQI2r1RdgtuT8S3iG8zFC,0.258,0.733,0.436,0.000573,0.157,-10.489,0.08,96.985,0.0976,86,202395
66,Maroon,Midnights,2022-10-21,2,3eX0NZfLtGzoLUxPNvRfqm,spotify:track:3eX0NZfLtGzoLUxPNvRfqm,0.0573,0.637,0.398,1.03e-06,0.101,-8.294,0.0564,108.075,0.0374,82,218270
67,Anti-Hero,Midnights,2022-10-21,3,0V3wPSX9ygBnCm8psDIegu,spotify:track:0V3wPSX9ygBnCm8psDIegu,0.13,0.637,0.643,1.8e-06,0.142,-6.571,0.0519,97.008,0.533,93,200690
68,Snow On The Beach (feat. Lana Del Rey),Midnights,2022-10-21,4,1wtOxkiel43cVs0Yux5Q4h,spotify:track:1wtOxkiel43cVs0Yux5Q4h,0.69,0.663,0.319,0.000993,0.117,-13.481,0.0375,109.957,0.193,80,256124
69,"You're On Your Own, Kid",Midnights,2022-10-21,5,4D7BCuvgdJlYvlX5WlN54t,spotify:track:4D7BCuvgdJlYvlX5WlN54t,0.401,0.696,0.396,5.2e-06,0.125,-10.289,0.0656,120.041,0.38,85,194206
70,Midnight Rain,Midnights,2022-10-21,6,3rWDp9tBPQR9z6U5YyRSK4,spotify:track:3rWDp9tBPQR9z6U5YyRSK4,0.69,0.643,0.363,5.17e-05,0.115,-11.738,0.0767,139.865,0.23,86,174782
71,Question...?,Midnights,2022-10-21,7,0heeNYlwOGuUSe7TgUD27B,spotify:track:0heeNYlwOGuUSe7TgUD27B,0.2,0.751,0.502,0.0,0.296,-8.763,0.167,108.943,0.106,76,210556
72,Vigilante Shit,Midnights,2022-10-21,8,1xwAWUI6Dj0WGC3KiUPN0O,spotify:track:1xwAWUI6Dj0WGC3KiUPN0O,0.173,0.798,0.277,5.25e-05,0.121,-11.096,0.39,79.846,0.163,81,164801
73,Bejeweled,Midnights,2022-10-21,9,3qoftcUZaUOncvIYjFSPdE,spotify:track:3qoftcUZaUOncvIYjFSPdE,0.0618,0.696,0.559,5.58e-05,0.0887,-9.19,0.0693,163.999,0.433,85,194165
74,Labyrinth,Midnights,2022-10-21,10,0A1JLUlkZkp2EFrosoNQi0,spotify:track:0A1JLUlkZkp2EFrosoNQi0,0.785,0.406,0.306,0.488,0.122,-15.48,0.0517,110.014,0.122,76,247962
75,Karma,Midnights,2022-10-21,11,7KokYm8cMIXCsGVmUvKtqf,spotify:track:7KokYm8cMIXCsGVmUvKtqf,0.0734,0.642,0.62,0.0,0.483,-7.091,0.0666,90.02,0.0969,90,204852
76,Sweet Nothing,Midnights,2022-10-21,12,0wavGRldH0AWyu2zvTz8zb,spotify:track:0wavGRldH0AWyu2zvTz8zb,0.964,0.337,0.156,7.72e-05,0.115,-14.919,0.0518,176.655,0.39,77,188496
77,Mastermind,Midnights,2022-10-21,13,7FmYn9e7KHMXcxqGSj9LjH,spotify:track:7FmYn9e7KHMXcxqGSj9LjH,0.553,0.662,0.357,0.00129,0.0837,-14.064,0.154,125.966,0.124,79,191039
78,State Of Grace (Taylor's Version),Red (Taylor's Version),2021-11-12,1,6lzc0Al0zfZOIFsFvBS1ki,spotify:track:6lzc0Al0zfZOIFsFvBS1ki,0.000328,0.594,0.713,0.0,0.114,-5.314,0.0503,129.958,0.328,73,295413
79,Red (Taylor's Version),Red (Taylor's Version),2021-11-12,2,4OAuvHryIVv4kMDNSLuPt6,spotify:track:4OAuvHryIVv4kMDNSLuPt6,0.00108,0.516,0.777,1.62e-06,0.0761,-4.908,0.0375,125.047,0.408,81,223093
80,Treacherous (Taylor's Version),Red (Taylor's Version),2021-11-12,3,3S7HNKPakdwNEBFIVTL6dZ,spotify:track:3S7HNKPakdwNEBFIVTL6dZ,0.0344,0.645,0.593,0.000127,0.13,-6.506,0.0288,109.984,0.299,73,242720
81,I Knew You Were Trouble (Taylor's Version),Red (Taylor's Version),2021-11-12,4,6AtZLIzUINvExIUy4QhdjP,spotify:track:6AtZLIzUINvExIUy4QhdjP,0.0129,0.584,0.557,0.0,0.0576,-6.371,0.0342,154.008,0.767,81,219760
82,All Too Well (Taylor's Version),Red (Taylor's Version),2021-11-12,5,3nsfB1vus2qaloUdcBZvDu,spotify:track:3nsfB1vus2qaloUdcBZvDu,0.0171,0.44,0.528,0.00203,0.234,-7.809,0.0317,185.972,0.132,78,329160
83,22 (Taylor's Version),Red (Taylor's Version),2021-11-12,6,3yII7UwgLF6K5zW3xad3MP,spotify:track:3yII7UwgLF6K5zW3xad3MP,0.000443,0.642,0.695,1.02e-05,0.0753,-5.62,0.0281,103.984,0.642,80,230960
84,I Almost Do (Taylor's Version),Red (Taylor's Version),2021-11-12,7,2r9CbjYgFhtAmcFv1cSquB,spotify:track:2r9CbjYgFhtAmcFv1cSquB,0.0167,0.511,0.559,0.0,0.113,-6.587,0.0264,145.88,0.248,72,244586
85,We Are Never Ever Getting Back Together (Taylor's Version),Red (Taylor's Version),2021-11-12,8,5YqltLsjdqFtvqE7Nrysvs,spotify:track:5YqltLsjdqFtvqE7Nrysvs,0.0317,0.567,0.686,1.86e-06,0.0732,-6.139,0.175,172.014,0.716,81,193146
86,Stay Stay Stay (Taylor's Version),Red (Taylor's Version),2021-11-12,9,7eQj6r5PIdYKEIZjucBMcq,spotify:track:7eQj6r5PIdYKEIZjucBMcq,0.0848,0.693,0.681,0.0,0.0768,-7.039,0.025,100.02,0.663,72,205786
87,The Last Time (feat. Gary Lightbody of Snow Patrol) (Taylor’s Version),Red (Taylor's Version),2021-11-12,10,0y6kdSRCVQhSsHSpWvTUm7,spotify:track:0y6kdSRCVQhSsHSpWvTUm7,0.0399,0.502,0.534,0.0,0.0977,-5.954,0.0278,94.05,0.155,74,299080
88,Holy Ground (Taylor's Version),Red (Taylor's Version),2021-11-12,11,7J4b3LVCIGO4CMBDFLPoP6,spotify:track:7J4b3LVCIGO4CMBDFLPoP6,0.0288,0.622,0.809,0.00218,0.109,-5.623,0.0638,156.894,0.511,71,202960
89,Sad Beautiful Tragic (Taylor's Version),Red (Taylor's Version),2021-11-12,12,73qMN9bXy7MSPwwGfH3wQr,spotify:track:73qMN9bXy7MSPwwGfH3wQr,0.622,0.601,0.406,9.19e-05,0.133,-11.827,0.0275,130.059,0.232,73,284773
90,The Lucky One (Taylor's Version),Red (Taylor's Version),2021-11-12,13,4e5ayHsOLJNLTGfjau2mEw,spotify:track:4e5ayHsOLJNLTGfjau2mEw,0.066,0.686,0.571,0.0,0.0608,-7.138,0.05,117.889,0.538,71,240466
91,Everything Has Changed (feat. Ed Sheeran) (Taylor’s Version),Red (Taylor's Version),2021-11-12,14,7qEUFOVcxRI19tbT68JcYK,spotify:track:7qEUFOVcxRI19tbT68JcYK,0.271,0.498,0.61,0.0,0.223,-5.098,0.0363,79.918,0.474,77,245426
92,Starlight (Taylor's Version),Red (Taylor's Version),2021-11-12,15,7A2cNLRT0YJc1yjxHlKihs,spotify:track:7A2cNLRT0YJc1yjxHlKihs,0.00324,0.628,0.685,0.0,0.18,-5.864,0.0358,126.014,0.605,70,220413
93,Begin Again (Taylor's Version),Red (Taylor's Version),2021-11-12,16,05GsNucq8Bngd9fnd4fRa0,spotify:track:05GsNucq8Bngd9fnd4fRa0,0.075,0.519,0.527,0.0,0.132,-7.673,0.0274,78.915,0.267,73,238866
94,The Moment I Knew (Taylor's Version),Red (Taylor's Version),2021-11-12,17,0NRHj8hDwwmSPaA41o379r,spotify:track:0NRHj8hDwwmSPaA41o379r,0.0494,0.636,0.402,0.0,0.107,-7.855,0.031,125.952,0.208,70,285280
95,Come Back...Be Here (Taylor's Version),Red (Taylor's Version),2021-11-12,18,4pNApnaUWAL2J4KO2eqokq,spotify:track:4pNApnaUWAL2J4KO2eqokq,0.0158,0.46,0.632,0.0,0.0822,-6.031,0.0302,79.846,0.399,74,223333
96,Girl At Home (Taylor's Version),Red (Taylor's Version),2021-11-12,19,0DMVrlMUn01M0IcpDbwgu7,spotify:track:0DMVrlMUn01M0IcpDbwgu7,0.00955,0.691,0.736,1.88e-05,0.101,-6.974,0.0326,125.089,0.612,69,220520
97,State Of Grace (Acoustic Version) (Taylor's Version),Red (Taylor's Version),2021-11-12,20,5jAIouBES8LWMiriuNq170,spotify:track:5jAIouBES8LWMiriuNq170,0.663,0.445,0.131,1.57e-06,0.108,-13.778,0.0564,208.918,0.101,67,321640
98,Ronan (Taylor's Version),Red (Taylor's Version),2021-11-12,21,7nWui6jiMM2m9qFmET1Mtj,spotify:track:7nWui6jiMM2m9qFmET1Mtj,0.661,0.623,0.279,0.0,0.193,-10.802,0.031,116.04,0.38,65,264253
99,Better Man (Taylor's Version) (From The Vault),Red (Taylor's Version),2021-11-12,22,4OmFmE0fzcMG6g0Y8p4eSD,spotify:track:4OmFmE0fzcMG6g0Y8p4eSD,0.214,0.473,0.579,0.0,0.0877,-5.824,0.0384,73.942,0.255,74,297013
100,Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From The Vault),Red (Taylor's Version),2021-11-12,23,01K4zKU104LyJ8gMb7227B,spotify:track:01K4zKU104LyJ8gMb7227B,0.817,0.606,0.377,0.0,0.154,-9.455,0.0275,101.96,0.446,77,258812
101,Babe (Taylor's Version) (From The Vault),Red (Taylor's Version),2021-11-12,24,0v4z1tuZvn6LGknom9Qx7d,spotify:track:0v4z1tuZvn6LGknom9Qx7d,0.0538,0.584,0.743,2.83e-06,0.121,-7.075,0.0931,167.844,0.746,74,224240
102,Message In A Bottle (Taylor's Version) (From The Vault),Red (Taylor's Version),2021-11-12,25,3z6XUommYDWPHeFhmhhT6j,spotify:track:3z6XUommYDWPHeFhmhhT6j,0.00188,0.622,0.791,3.72e-06,0.083,-6.106,0.0535,115.915,0.494,75,225960
103,I Bet You Think About Me (feat. Chris Stapleton) (Taylor’s Version) (From The Vault),Red (Taylor's Version),2021-11-12,26,4CkgMiMqZ5JzW9iYXSTMTL,spotify:track:4CkgMiMqZ5JzW9iYXSTMTL,0.167,0.391,0.715,0.0,0.183,-4.516,0.0495,149.654,0.473,77,285106
104,Forever Winter (Taylor's Version) (From The Vault),Red (Taylor's Version),2021-11-12,27,3oGVx9RBmiYGv5ZCecWLkx,spotify:track:3oGVx9RBmiYGv5ZCecWLkx,0.256,0.611,0.552,0.0,0.134,-5.828,0.031,116.012,0.41,70,263533
105,Run (feat. Ed Sheeran) (Taylor’s Version) (From The Vault),Red (Taylor's Version),2021-11-12,28,4IQkfUsrwXol38VV3U7t7T,spotify:track:4IQkfUsrwXol38VV3U7t7T,0.817,0.61,0.488,0.0,0.312,-6.918,0.0293,125.039,0.443,72,240226
